"","Name","Genre 1","Genre 2","Genre 3","All_Time_Peak","positive_ratings","negative_ratings"
"1","Counter-Strike: Global Offensive","Action","Free to Play",NA,1320219,2644404,402313
"2","Dota 2","Action","Free to Play","Strategy",1295114,863507,142079
"3","Terraria","Action","Adventure","Indie",489886,255600,7797
"4","Fallout 4","RPG",NA,NA,472962,110376,45377
"5","Life is Strange 2","Adventure",NA,NA,468717,4749,950
"6","Among Us","Casual",NA,NA,447476,60,11
"7","POSTAL","Action","Indie",NA,412063,2319,502
"8","World of Warships","Action","Free to Play","Massively Multiplayer",411338,9386,3667
"9","Grand Theft Auto V","Action","Adventure",NA,364548,329061,139308
"10","HITMAN™ 2","Action",NA,NA,361001,10814,1756
"11","Kathy Rain","Adventure","Indie",NA,348015,1188,86
"12","Counter-Strike","Action",NA,NA,319586,124534,3339
"13","The Elder Scrolls V: Skyrim","RPG",NA,NA,287411,237303,14951
"14","ARK: Survival Evolved","Action","Adventure","Indie",248405,145035,66603
"15","PAYDAY 2","Action","RPG",NA,247709,308657,56523
"16","Rust","Action","Adventure","Indie",245243,220370,53709
"17","Envoy 2","Adventure","Indie","Simulation",244375,60,78
"18","Braveland","Adventure","Casual","Indie",218169,1517,319
"19","No Man's Sky","Action","Adventure",NA,212613,63444,56488
"20","A Story About My Uncle","Adventure","Casual","Indie",190590,17924,1642
"21","Warframe","Action","Free to Play",NA,189837,226541,20268
"22","Hyperdrive Massacre","Action","Casual","Indie",181308,106,88
"23","Evolvation","Action","Casual","Indie",172870,558,213
"24","Team Fortress 2","Action","Free to Play",NA,167951,515879,34036
"25","DISTRAINT: Deluxe Edition","Adventure","Casual","Indie",165266,6830,451
"26","The Tiny Bang Story","Adventure","Casual","Indie",164840,3923,567
"27","Company of Heroes 2","Strategy",NA,NA,164688,32548,12038
"28","Left 4 Dead 2","Action",NA,NA,162399,251789,8418
"29","Path of Exile","Action","Adventure","Free to Play",158882,71593,6117
"30","Z1 Battle Royale","Action","Adventure","Free to Play",151239,111434,91664
"31","Murderous Pursuits","Action","Indie","Simulation",149224,1344,856
"32","BROKE PROTOCOL: Online City RPG","Action","Casual","Indie",147854,919,534
"33","Wallpaper Engine","Animation & Modeling","Design & Illustration","Utilities",147019,63623,1947
"34","Layers of Fear","Adventure","Indie",NA,145384,14551,1682
"35","Crusader Kings II","RPG","Simulation","Strategy",141439,31668,4187
"36","Fortified","Action","Indie","Strategy",138627,986,310
"37","DARK SOULS™ III","Action",NA,NA,129975,100412,9953
"38","Hacknet","Indie","Simulation",NA,127640,13355,1052
"39","Wolcen: Lords of Mayhem","Action","Adventure","Indie",127542,2787,1306
"40","Human: Fall Flat","Adventure","Indie",NA,127517,28371,2678
"41","Sekiro™: Shadows Die Twice","Action","Adventure",NA,125315,21504,3019
"42","Borderlands 2","Action","RPG",NA,124678,144595,11021
"43","Prismata","Free to Play","Indie","Simulation",122553,697,146
"44","Insurgency","Action","Indie","Strategy",121575,92355,9570
"45","Eador. Masters of the Broken World","Indie","Strategy",NA,118780,1365,679
"46","Total War: WARHAMMER","Action","Strategy",NA,113019,29826,9878
"47","Unturned","Action","Adventure","Casual",112703,292574,31482
"48","Guns of Icarus Online","Action","Adventure","Indie",107883,12932,1276
"49","Dead by Daylight","Action",NA,NA,105093,140721,44985
"50","Warhammer: Vermintide 2","Action",NA,NA,104323,21509,7336
"51","Raft","Adventure","Indie","Simulation",101096,11577,3177
"52","Counter-Strike: Source","Action",NA,NA,100056,76640,3497
"53","Portal 2","Action","Adventure",NA,98460,138220,1891
"54","War Thunder","Action","Free to Play","Massively Multiplayer",98137,83852,22166
"55","Kingdom Come: Deliverance","Action","Adventure","RPG",96069,30024,9307
"56","FINAL FANTASY XIV Online","Massively Multiplayer","RPG",NA,95150,9808,2107
"57","Stardew Valley","Indie","RPG","Simulation",94879,118217,3761
"58","METAL GEAR SOLID V: THE PHANTOM PAIN","Action","Adventure",NA,91195,38643,4954
"59","Tomb Raider","Action","Adventure",NA,89538,93509,4103
"60","Devil May Cry 5","Action",NA,NA,88894,17657,1487
"61","Starbound","Action","Adventure","Casual",88709,74162,7816
"62","F1 2015","Racing","Sports",NA,88029,3834,2720
"63","Total War: WARHAMMER II","Action","Strategy",NA,84920,19420,2994
"64","The Red Solstice","Action","Indie","RPG",82980,1476,535
"65","Stories: The Path of Destinies","Action","Adventure","Indie",81664,4138,609
"66","DARK SOULS™ II","Action","RPG",NA,79528,30008,3799
"67","Little Nightmares","Adventure",NA,NA,78169,7568,980
"68","The Forest","Action","Adventure","Indie",76226,110460,8881
"69","Football Manager 2019","Simulation","Sports",NA,75982,2963,1004
"70","Garry's Mod","Indie","Simulation",NA,73863,363721,16433
"71","太吾绘卷 The Scroll Of Taiwu","Adventure","Casual","Indie",72533,17938,2273
"72","Football Manager 2018","Simulation","Sports",NA,71575,4399,2466
"73","Risk of Rain 2","Action","Indie","Early Access",71548,17902,975
"74","Hearts of Iron IV","Simulation","Strategy",NA,70997,34711,5251
"75","The Binding of Isaac: Rebirth","Action",NA,NA,70701,72830,1840
"76","7 Days to Die","Nudity","Violent","Gore",70664,60718,16905
"77","XCOM: Enemy Unknown","Strategy",NA,NA,70568,36630,2072
"78","Killing Floor 2","Action",NA,NA,69987,60917,8354
"79","The Elder Scrolls V: Skyrim Special Edition","RPG",NA,NA,69906,47749,14719
"80","Stellaris","Simulation","Strategy",NA,68602,35327,10036
"81","Don't Starve Together","Adventure","Indie","Simulation",68418,108601,4206
"82","SCUM","Action","Adventure","Indie",68322,15934,8556
"83","Borderlands: The Pre-Sequel","Action","RPG",NA,68238,16909,5076
"84","Middle-earth™: Shadow of War™","Action","Adventure","RPG",68183,19813,5633
"85","Yet Another Zombie Defense","Action","Casual","Indie",67959,9900,1529
"86","Clicker Heroes","Adventure","Casual","Free to Play",65882,42530,4734
"87","Project Zomboid","Indie","RPG","Simulation",65505,17273,2606
"88","BioShock Infinite","Action",NA,NA,65332,79442,3846
"89","Kingdom: Classic","Indie","Simulation","Strategy",64944,9673,1227
"90","Ring of Elysium","Action","Free to Play","Massively Multiplayer",63435,39746,13191
"91","DayZ","Action","Adventure","Massively Multiplayer",63046,118435,77169
"92","Cortex Command","Action","Indie","Strategy",62839,3119,1454
"93","Grim Dawn","Action","Adventure","Indie",61458,26805,2605
"94","TRAPPED","Action","Adventure","Indie",61109,65,37
"95","Euro Truck Simulator 2","Indie","Simulation",NA,61081,176769,5825
"96","RimWorld","Indie","Simulation","Strategy",60789,38556,857
"97","Alien Swarm","Action",NA,NA,60467,17435,941
"98","Cities: Skylines","Simulation","Strategy",NA,60386,67553,6005
"99","Jurassic World Evolution","Simulation","Strategy",NA,60296,9824,4060
"100","Farming Simulator 19","Simulation",NA,NA,59466,5738,1708
"101","Trove","Action","Adventure","Casual",58949,47897,13708
"102","ATLAS","Action","Adventure","Massively Multiplayer",58939,8621,16359
"103","Arma 3","Action","Simulation","Strategy",56679,105034,12524
"104","Torchlight II","Action","Adventure","Indie",54821,29539,1757
"105","Bloons TD 6","Strategy",NA,NA,53943,516,251
"106","Tree of Savior (English Ver.)","Free to Play","Massively Multiplayer","RPG",53554,9323,5897
"107","Conan Exiles","Action","Adventure","Massively Multiplayer",53402,22001,9594
"108","Eternal Return","Action","Adventure","Indie",52853,20,14
"109","Subnautica","Adventure","Indie",NA,51156,90155,5413
"110","Fallout: New Vegas","Action","RPG",NA,51038,66756,3149
"111","Europa Universalis IV","Simulation","Strategy",NA,48165,40346,8254
"112","VRChat","Adventure","Casual","Free to Play",46814,25818,3323
"113","Deep Rock Galactic","Action","Indie","Early Access",46687,10254,838
"114","Scrap Mechanic","Action","Adventure","Indie",46643,15197,2777
"115","Dying Light","Action","RPG",NA,45876,78192,6176
"116","Tom Clancy's Ghost Recon® Wildlands","Action","Adventure",NA,45704,26547,9944
"117","Battlerite","Action","Free to Play",NA,45145,41080,8013
"118","DRAGON BALL FighterZ","Action",NA,NA,44303,10441,2264
"119","DOOM","Action",NA,NA,44271,68536,5156
"120","Fallout Shelter","Free to Play","RPG","Simulation",42656,21481,3569
"121","MapleStory 2","Action","Adventure","Casual",42467,5143,1750
"122","Saints Row IV","Action","Adventure",NA,42270,54091,4945
"123","Subnautica: Below Zero","Adventure","Indie","Early Access",42115,4097,471
"124","Pillars of Eternity","RPG",NA,NA,41906,11558,1835
"125","Turbo Pug DX","Casual","Indie",NA,40590,1160,348
"126","Dark Shadows - Army of Evil","Action","Indie","RPG",39883,40,119
"127","Blackwater Bayou VR","Action","Adventure","Casual",39010,40,79
"128","Project Winter","Action","Adventure","Casual",38794,187,81
"129","Shadow of the Tomb Raider","Action","Adventure",NA,38268,10832,4408
"130","Tabletop Simulator","Casual","Indie","RPG",37198,13243,777
"131","BATTLETECH","Action","Adventure","Strategy",35767,8238,2953
"132","Glare1more","Adventure","Indie",NA,35059,84,5
"133","Brawlhalla","Action","Free to Play","Indie",34816,73268,14489
"134","South Park™: The Stick of Truth™","Action","Adventure","RPG",34811,35896,911
"135","Factorio","Casual","Indie","Simulation",34700,47918,723
"136","Bless Online","Action","Adventure","Free to Play",34392,3960,5806
"137","Saints Row: The Third","Action",NA,NA,34371,44810,1877
"138","Two Point Hospital","Indie","Simulation",NA,34009,6432,1264
"139","Mad Max","Action","Adventure",NA,33356,36222,3811
"140","Slay the Spire","Indie","Strategy",NA,33086,26166,998
"141","Mount & Blade: Warband","Action","RPG",NA,33054,75872,2213
"142","Counter-Strike: Condition Zero","Action",NA,NA,32748,12120,1439
"143","Farming Simulator 17","Simulation",NA,NA,32313,11211,1025
"144","Stash","Adventure","Free to Play","Indie",32094,433,186
"145","Nyasha","Casual","Indie",NA,32033,32,6
"146","Dead Space","Action",NA,NA,30925,9136,1049
"147","Back to Bed","Action","Casual","Indie",30771,1497,342
"148","Left 4 Dead","Action",NA,NA,30616,17951,948
"149","Glass Masquerade","Casual","Indie",NA,29689,2406,59
"150","PlanetSide 2","Action","Free to Play","Massively Multiplayer",29676,35968,7753
"151","FINAL FANTASY XV WINDOWS EDITION","RPG",NA,NA,29498,13789,4046
"152","Totally Accurate Battlegrounds","Action","Indie",NA,29438,20961,4890
"153","Frostpunk","Simulation","Strategy",NA,29361,22952,3202
"154","NBA 2K19","Simulation","Sports",NA,29202,3093,8080
"155","Deadly Animal Duel","Action","Casual",NA,28967,6,13
"156","Elite Dangerous","Action","Adventure","Massively Multiplayer",28923,26143,11006
"157","Jotun: Valhalla Edition","Action","Adventure","Indie",27501,5325,1470
"158","Oxygen Not Included","Indie","Simulation","Early Access",27486,16797,1205
"159","LIMBO","Adventure","Indie",NA,27466,30321,1994
"160","Batman™: Arkham Knight","Action","Adventure",NA,27406,33121,12981
"161","Dragon's Dogma: Dark Arisen","Action","Adventure","RPG",27368,12856,1688
"162","GRID 2","Racing","Sports",NA,27339,11953,3009
"163","Purgatory II","Adventure","Indie","Strategy",27211,8,8
"164","Dark Matter","Action","Indie",NA,27035,3,3
"165","Dark Matter","Action","Indie",NA,27035,78,107
"166","Dark Matter","Action","Casual","Indie",27035,75,50
"167","Robocraft","Action","Free to Play","Indie",26725,80360,30987
"168","Total War: ATTILA","Strategy",NA,NA,26346,12297,4469
"169","Squad","Action","Indie","Strategy",26104,23539,6008
"170","Shadow Warrior","Action","Adventure",NA,25890,18716,1426
"171","Warhammer 40,000: Dawn of War III","Violent","Gore","Action",25676,6793,8336
"172","Drift (Over) Drive","Indie","Racing",NA,25457,13,11
"173","NBA 2K18","Simulation","Sports",NA,25432,4832,12067
"174","Chivalry: Medieval Warfare","Action","Indie",NA,25145,51499,10939
"175","Batman™: Arkham Origins","Action","Adventure",NA,25017,20365,3519
"176","Warhammer: End Times - Vermintide","Action","Indie",NA,24700,13905,3560
"177","Banished","Indie","Simulation","Strategy",24636,24653,2820
"178","Knight Online","Action","Adventure","Free to Play",24594,3704,4187
"179","Prey","Action","Adventure",NA,24594,17808,2144
"180","Rising Storm 2: Vietnam","Action","Massively Multiplayer","Simulation",24518,17201,4777
"181","DARK SOULS™: REMASTERED","Action",NA,NA,24501,8669,4014
"182","Shadowrun Returns","Adventure","Indie","RPG",24329,8676,1132
"183","Killing Floor","Action",NA,NA,24107,53710,2649
"184","NieR:Automata™","Action","RPG",NA,23908,39387,9414
"185","Space Engineers","Action","Indie","Simulation",23888,60221,9609
"186","Dawn of Man","Indie","Simulation","Strategy",23864,2757,706
"187","Surviving Mars","Simulation","Strategy",NA,23744,3942,1608
"188","theHunter: Call of the Wild™","Adventure","Simulation","Sports",23612,15716,4308
"189","Headsnatchers","Action","Casual","Indie",23574,30,6
"190","AdVenture Capitalist","Casual","Free to Play","Indie",22998,35093,4214
"191","ELEX","Action","Adventure","RPG",22969,7388,2427
"192","DRAGON BALL XENOVERSE","Action",NA,NA,22850,12601,1680
"193","Pillars of Eternity II: Deadfire","RPG",NA,NA,22724,4435,876
"194","Pathfinder: Kingmaker","RPG",NA,NA,22643,6063,2426
"195","Dishonored 2","Action",NA,NA,22411,21022,5059
"196","They Are Billions","Strategy","Early Access",NA,22395,11377,1921
"197","30 IMPOSSIBLE LEVELS","Action","Indie","Early Access",22078,101,123
"198","Planet Coaster","Simulation","Strategy",NA,21971,22004,2828
"199","Battlefield: Bad Company™ 2","Action",NA,NA,21923,23093,3877
"200","Dungeon Defenders","Action","Indie","RPG",21862,10693,932
"201","Sword Art Online: Fatal Bullet","Action","RPG",NA,21727,5654,2082
"202","Yu-Gi-Oh! Duel Links","Free to Play","Strategy",NA,21520,7969,2563
"203","POLYWAR","Action","Indie","Massively Multiplayer",21240,276,107
"204","Heroes & Generals","Action","Free to Play","Indie",21026,65856,34416
"205","Pummel Party","Action","Casual","Indie",20957,1368,306
"206","Starpoint Gemini 2","Action","RPG","Simulation",20842,2604,1126
"207","Golf With Your Friends","Casual","Indie","Sports",20750,15946,1723
"208","BeamNG.drive","Racing","Simulation","Early Access",20691,15168,1536
"209","Portal","Action",NA,NA,20672,51801,1080
"210","DiRT Rally","Racing","Simulation","Sports",20343,17632,2496
"211","Hollow Knight","Action","Adventure","Indie",20324,40167,1927
"212","Data Hacker: Corruption","Adventure","Indie","RPG",20258,40,43
"213","Northgard","Indie","Simulation","Strategy",20235,12214,2314
"214","Green Hell","Indie","Simulation","Early Access",20003,2767,516
"215","Dishonored","Action","Adventure",NA,19938,41756,1269
"216","Titan Quest Anniversary Edition","Action","RPG",NA,19497,10566,1025
"217","Age of Wonders III","RPG","Strategy",NA,19469,4479,1132
"218","DRAGON BALL XENOVERSE 2","Action","Adventure","Casual",19416,9531,2495
"219","Darkest Dungeon®","Indie","RPG","Strategy",19357,41544,6741
"220","FTL: Faster Than Light","Indie","Simulation","Strategy",19301,42641,1629
"221","Conqueror's Blade","Action","Free to Play","Massively Multiplayer",19178,259,235
"222","Arma 2: Operation Arrowhead","Action","Simulation","Strategy",19175,17683,1519
"223","American Truck Simulator","Indie","Simulation",NA,19153,25316,2096
"224","Kerbal Space Program","Indie","Simulation",NA,19149,49328,5168
"225","Cuphead","Action","Indie",NA,19026,38821,1698
"226","TEKKEN 7","Action","Sports",NA,18966,15372,3135
"227","Hotline Miami 2: Wrong Number","Action","Indie",NA,18950,21838,1933
"228","Absolver","Action","Adventure","Indie",18921,6395,3283
"229","Archery Practice VR","Action","Adventure","Casual",18888,51,85
"230","The Descendant","Adventure","Casual","Indie",18862,2071,305
